OTU	FE01_NS_bactV4V5_Reference_none	FE01_PW_bactV4V5_Reference_none	FE02_NS_bactV4V5_Reference_none	FE02_PW_bactV4V5_Reference_none	FE03_NS_bactV4V5_Reference_none	FE03_PW_bactV4V5_Reference_none	FE04_NS_bactV4V5_Reference_none	FE04_PW_bactV4V5_Reference_none	FE05_NS_bactV4V5_Reference_none	FE05_PW_bactV4V5_Reference_none	FE06_NS_bactV4V5_Mercury_Chloride_10_weeks	FE06_PW_bactV4V5_Mercury_Chloride_10_weeks	FE07_NS_bactV4V5_Mercury_Chloride_10_weeks	FE07_PW_bactV4V5_Mercury_Chloride_10_weeks	FE08_NS_bactV4V5_Mercury_Chloride_10_weeks	FE08_PW_bactV4V5_Mercury_Chloride_10_weeks	FE09_NS_bactV4V5_Mercury_Chloride_10_weeks	FE09_PW_bactV4V5_Mercury_Chloride_10_weeks	FE10_NS_bactV4V5_Mercury_Chloride_10_weeks	FE10_PW_bactV4V5_Mercury_Chloride_10_weeks	FE12_NS_bactV4V5_Formalin_10_weeks	FE12_PW_bactV4V5_Formalin_10_weeks	FE14_NS_bactV4V5_Formalin_10_weeks	FE14_PW_bactV4V5_Formalin_10_weeks	FE15_NS_bactV4V5_Formalin_10_weeks	FE15_PW_bactV4V5_Formalin_10_weeks	FE31_NS_bactV4V5_Mercury_Chloride_28_weeks	FE31_PW_bactV4V5_Mercury_Chloride_28_weeks	FE32_NS_bactV4V5_Mercury_Chloride_28_weeks	FE32_PW_bactV4V5_Mercury_Chloride_28_weeks	FE33_NS_bactV4V5_Mercury_Chloride_28_weeks	FE33_PW_bactV4V5_Mercury_Chloride_28_weeks	FE34_NS_bactV4V5_Mercury_Chloride_28_weeks	FE34_PW_bactV4V5_Mercury_Chloride_28_weeks	FE35_NS_bactV4V5_Mercury_Chloride_28_weeks	FE35_PW_bactV4V5_Mercury_Chloride_28_weeks	FE36_NS_bactV4V5_Formalin_28_weeks	FE37_NS_bactV4V5_Formalin_28_weeks	FE38_NS_bactV4V5_Formalin_28_weeks	FE39_NS_bactV4V5_Formalin_28_weeks	FE40_NS_bactV4V5_Formalin_28_weeks	FE56_PW_bactV4V5_Mercury_Chloride_50_weeks	FE57_PW_bactV4V5_Mercury_Chloride_50_weeks	FE58_NS_bactV4V5_Mercury_Chloride_50_weeks	FE58_PW_bactV4V5_Mercury_Chloride_50_weeks	FE59_PW_bactV4V5_Mercury_Chloride_50_weeks	FE60_NS_bactV4V5_Mercury_Chloride_50_weeks	FE60_PW_bactV4V5_Mercury_Chloride_50_weeks	FE61_PW_bactV4V5_Formalin_50_weeks	FE62_PW_bactV4V5_Formalin_50_weeks	FE63_NS_bactV4V5_Formalin_50_weeks
OTU_1938	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	1	4	1	0	0	0	0	9	1	0	3	3	1	0	3	0	0	2	0	0	0
OTU_1397	1	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1	4	1	0	1	0	0	0	0	0	0	0	1	1	0	0	6	2	3	0	0	0	0	4	2	7	6	1	0	2	3	2	3	0	0	2
OTU_2014	0	0	1	0	1	0	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	11	3	0	0	0	1	0	2	2	0	0	0
OTU_1967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
OTU_1867	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	8	7	0	0	0	0	3	0	1	0	0	2	0	0	0
OTU_2138	0	1	0	4	0	2	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1740	0	0	0	0	1	1	0	1	0	3	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	9	0	1	0	0	0	0	0	1	0	1	1	13	0	0	0	1	0	0	0
OTU_1331	0	0	0	1	2	1	0	3	1	1	0	0	4	0	0	1	0	0	3	1	1	0	0	0	1	0	0	5	0	0	4	0	2	1	0	0	0	1	0	0	24	1	1	0	1	2	0	0	0	0	0
OTU_2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1862	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	0	0	1	1	6	0	0	0	1	0	0	1	1	0	0	2	3	2	0	1	0	0	0	1	0	3	3	0	1	1	1	2	0	0	0
OTU_2004	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	6	0	0	1	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	12	0	0	0
OTU_2002	1	1	0	4	0	0	1	1	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	5	0	0	0	0	0	0	0	1	4	0	1	0	3	3	0	0	0
OTU_1922	0	0	1	4	2	0	0	0	2	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	2	0	0	0	5	0	1	1	0	1	0	0	6	0	0	0	4	0	1	0	0	0	0	0	0	0	0
OTU_1739	0	0	1	0	1	0	0	0	0	0	0	0	0	0	8	8	9	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1890	0	1	1	0	0	0	0	1	0	0	2	2	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	7	0	0	0	0	0	0	5	0	1	0	0	0	1	1	0	4	0	0	0
OTU_1645	3	0	0	1	0	0	0	1	0	2	0	3	0	1	0	1	0	0	1	3	0	0	0	0	0	0	0	1	0	1	0	9	0	3	0	0	1	0	0	0	0	0	4	0	0	0	2	3	0	0	0
OTU_1642	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	26	0	0	0	0	0	1	3	0	0	0
OTU_1454	4	0	1	2	4	2	0	1	0	0	0	5	2	2	1	2	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	7	1	2	0	1	0	0	0	0	5	1	0	0	0	0	0	3	0	0	0
OTU_1560	0	0	0	1	0	1	0	0	0	1	0	5	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1	1	2	5	8	0	3	0	0	0	0	5	0	0	0
OTU_1855	0	0	0	2	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	17	0
OTU_1763	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	14	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0
OTU_1854	1	0	0	2	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	2	6	0	0	0	0	0	0	1	0	0	2	2	0	1	0	0	0	0	0	1	0	2	1	0	0	1	3	7	0	0	0
OTU_880	0	1	2	1	0	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1948	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	2	0	0	0	0	0	1	2	0	4	0	0	0	1	6	0	0	6
OTU_1787	0	0	0	1	0	0	1	1	0	2	3	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	1	8	0	1	0	1	9	0	1	0	1	0	0	0	0	0	0	1	0	0	0
OTU_2023	7	0	0	4	0	5	2	0	3	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0
OTU_1550	0	0	1	0	0	0	0	0	0	1	2	0	3	1	0	1	0	0	1	1	0	0	0	0	1	0	0	2	0	2	2	4	2	3	0	1	0	0	1	0	0	3	0	0	5	2	0	10	0	0	0
OTU_1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	41	0
OTU_1906	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	9	4	0	0	0	0	3	0	1	0	4	0	1	0	0	0	0	0	0
OTU_1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1718	0	1	7	2	3	1	1	0	3	1	1	1	0	0	0	1	0	1	5	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0
OTU_1976	4	0	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	8	0	11	0	0	0	0	0	0	0	0	0	0
OTU_1845	0	0	2	3	2	1	1	0	1	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	5	8	1	2	0	0	0	0	1	0	0	0
OTU_2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
OTU_1410	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	1	0	0	0	0	2	0	0	1	0	2	0	1	4	3	0	1	0	0	0	0	0	0	3	0	0	2	0	2	25	0	0
OTU_1928	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	2	0	2	0	1	0	0	4	2	1	0	1	0	0	4	0	0	0
OTU_1773	0	2	0	1	2	0	0	0	1	1	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	4	0	0	0	0	0	0	4	0	2	0	1	1	5	5	0	0	0
OTU_1772	0	0	0	0	1	1	0	3	0	0	1	0	1	1	1	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	3	1	0	0	1	3	1	0	0	1	1	7	0	0	1	1	1	0	0	0
OTU_1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2040	0	0	0	0	0	2	0	2	0	0	0	3	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	2	0	8	2	2	0	0	1	0	3	0	0	0
OTU_1576	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2134	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	12	1	0	0	1	3	1	2	0	0	0
OTU_1478	0	1	0	1	0	1	1	0	0	0	4	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	6	0	0	0	0	1	0	9	0	3	6	2	0	2	9	0	0	0
OTU_1957	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2183	0	0	0	2	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	2	5	1	0	0	0	0	4	0	0	0	2	0	1	0	0	1	0	0	0
OTU_2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4
OTU_2076	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	5	1	0	1	7	2	3	0	0	0	1	0	0	0	0	1	0	0	0
OTU_2180	0	0	0	1	0	0	0	0	3	0	3	0	2	0	1	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	6	0	0	1	0	0	0	0	2	1	0	0
OTU_1856	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	3	0	0	1	4	0	1	2	0	4	0	0	0
OTU_2174	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2072	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	14	0	0	0	4	0	0	1	0	0	0
OTU_1949	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1	0	0	0	0	7	0	0	0	4	0	0	4	0	4	0
OTU_1758	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2	0	0	4	1	0	0	4	0	0	0	0	0	0	0	0	10	0	4	0	2	1	0	0	0	6	1	1	0	0	0	0	0	0	0	0
OTU_2106	0	0	0	0	2	1	0	3	0	0	1	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	3	1	4	0	0	1	0	2	0	0	0
OTU_1786	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	0	12	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	10	1	2	0	0	0	2	0	0	0	0
OTU_1668	3	0	1	0	0	2	0	0	1	0	1	0	2	0	2	0	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0	6	0	2	0	2	0	0	1	0	0	0	0	6	2	0	1	6	0	0	0
OTU_1756	0	0	0	2	0	0	1	1	1	1	0	2	1	1	2	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	3	4	1	0	1	0	0	1	0	7	1	0	0	0	0	0	1	0	0	3
OTU_1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1415	0	0	0	2	0	1	0	3	0	1	0	1	2	0	6	4	2	0	0	0	0	0	0	0	0	0	0	4	0	0	2	10	1	1	0	0	0	1	0	0	2	2	1	0	4	0	2	2	0	0	0
OTU_2098	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	3	0	4	0	5	0	1	0	1	3	0	0	0
OTU_1979	0	1	0	2	1	1	1	0	1	0	0	0	0	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	2	1	0	0	5	0	0	2	0	0	2	0	0	0	0	5	0	0	0
OTU_1977	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0
OTU_651	1	0	1	1	0	0	2	1	1	2	5	3	6	0	1	3	6	1	5	8	0	4	1	1	1	0	3	2	7	2	4	8	3	5	3	1	12	3	10	7	19	2	3	0	3	1	7	16	4	0	1
OTU_1975	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2016	0	1	0	1	2	0	3	2	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	1	0	0	0	0	0	2	0	0	0
OTU_1690	0	1	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	3	0	0	2	0	0	0	0	4	2	1	0	5	2	3	0	1	0	2	2	0	0	0	3	0	1	3	0	1	0	0	0
OTU_1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	22
OTU_2148	0	0	1	2	1	1	1	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	1	6	0	2	0	0	0	3	0	0	0	0	0	0	0	0
OTU_1811	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2195	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	17	2	0	0	1	0	0	0	0	0	0
OTU_1517	0	0	3	1	4	1	0	2	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	3	3	0	0	0	2	0	3	1	3	4	0	2	1	0	5	0	0	0
OTU_1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2045	0	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	5	0	3	0	0	0	0	2	0	0	0	4	0	1	0	1	4	0	0	0
OTU_1685	0	0	0	1	0	1	0	0	0	1	2	3	3	2	2	0	0	1	0	4	0	0	0	0	0	0	0	1	0	1	0	1	2	2	0	1	0	0	0	1	7	0	3	0	3	1	0	1	0	0	0
OTU_1497	0	0	0	0	0	1	0	0	1	1	0	2	4	1	1	1	6	0	0	2	0	0	6	0	0	0	0	6	0	0	0	6	2	1	0	0	1	0	1	0	2	0	0	0	1	0	4	2	0	0	0
OTU_2141	0	1	0	0	0	1	0	1	0	0	0	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	2	1	1	0	1	0	0	0	0	0	0	1	0	1	0	7	2	0	0	0
OTU_2043	0	0	0	0	0	0	0	0	0	1	0	3	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	2	0	5	2	1	0	0	1	4	1	0	0	0
OTU_1865	7	0	0	1	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	4	2	3	0	0	0	3	0	0	1	1	1	0	3	0	0	1	0	0	0
OTU_1864	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	2	0	5	0	2	0	1	0	1	4	0	0	0
OTU_2303	0	0	2	3	0	0	0	0	7	2	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0
OTU_1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2042	0	0	0	0	0	1	0	1	0	1	0	6	0	1	1	0	0	0	4	0	0	0	0	0	1	0	5	0	0	0	0	2	0	1	0	0	1	0	0	0	4	0	2	0	0	0	1	1	0	0	0
OTU_1961	0	2	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	9	4	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0
OTU_1193	0	1	0	0	1	0	0	1	0	1	2	3	1	3	1	2	0	0	0	3	0	0	0	0	0	0	1	1	18	0	0	4	5	2	0	0	0	2	0	5	3	0	4	0	1	0	0	5	0	0	0
OTU_1834	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	8	0	0	0	0	0	8	0	0	0	2	1	0	0	0	0	1	7	0	0	0	0	0	1	3	4	0	0	0
OTU_2135	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	20	0	0
OTU_1439	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10
OTU_2037	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	5	0	0	0	1	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
OTU_1888	0	0	0	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	5	3	0	0	0	0	0	0	0	1	3	0	1	0	0	6	0	0	0
OTU_1735	3	0	0	2	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	2	0	1	0	13	3	0	0	1	0	0	0
OTU_1886	3	0	0	0	0	0	1	1	0	1	3	5	0	2	1	0	2	0	0	2	0	0	1	0	0	0	0	0	9	1	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1993	0	0	2	1	0	0	0	0	2	1	2	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	2	0	0	0	7	0	0	0	2	0	0	0	0	0	1	0	0	6	1	0	2	0	0	0
OTU_2035	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	4	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	8
OTU_2033	0	0	0	2	0	1	0	1	0	2	0	3	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	4	0	4	0	0	0	1	5	0	0	0	0	0	2	0	0	1	0	0	0
OTU_1828	0	3	2	3	4	3	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	1	0	0	0
OTU_2121	0	0	0	0	0	0	0	0	1	1	0	2	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	3	3	0	0	0	0	0	7	1	1	0	1	2	0	0	0	0	0
OTU_1620	0	0	1	0	0	1	0	0	0	0	0	1	1	1	4	0	0	0	0	4	0	0	0	0	0	0	4	2	0	0	0	7	0	1	1	4	0	0	0	0	3	1	0	0	2	1	1	3	0	0	0
OTU_1877	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	9	1	0	0	0	0	1	0	0	0	0	3	0	2	4	0	0	0	0	0	0	6	0	0	0	0	3	0	1	2	0	0	0
OTU_1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2104	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1982	0	0	0	2	0	1	0	2	0	1	0	3	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	4	0	2	0	0	0	0	0	0	6	0	1	0	0	1	0	3	0	0	0
OTU_1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	19	0	0	0	0
OTU_2020	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1903	4	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	21	0
OTU_2395	0	0	0	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	4	1	1	0	2	0	2	2	0	0	0
OTU_2150	0	1	1	1	1	0	0	0	1	2	0	0	0	1	0	2	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	2	0	0	7	0	0	0	0	1	1	0	1	0	0	0
