OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
725	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
577	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
754	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
752	Eukaryota	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Sphaeropleales_X_unclassified	
601	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
617	Eukaryota	Apicomplexa	Apicomplexa_X	Gregarines	Gregarines_X	Selenidium	
623	Eukaryota	Stramenopiles_X	MAST	MAST-6	MAST-6_X	MAST-6_XX	MAST-6_XX_sp.
587	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-6	Dino-Group-I-Clade-6_X	Dino-Group-I-Clade-6_X_sp.
761	Eukaryota	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Malassezia	Malassezia_globosa
797	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
730	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-23	Dino-Group-II-Clade-23_X	Dino-Group-II-Clade-23_X_sp.
763	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
776	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
718	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula_sp.
755	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Chrysophyceae_Clade-F_X	Chrysophyceae_Clade-F_X_sp.
768	Eukaryota	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
781	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
750	Eukaryota	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichales_X	Capsosiphon	
670	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
653	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
738	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
676	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
774	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
684	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Brassica	
782	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomastix	Thaumatomastix_sp.
734	Eukaryota	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
677	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
657	Eukaryota	Ochrophyta	Ochrophyta_unclassified	Ochrophyta_unclassified	Ochrophyta_unclassified	Ochrophyta_unclassified	
605	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
779	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
668	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
243	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
674	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-IV	Dino-Group-IV-Hematodinium-Group	Hematodinium	
488	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
672	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
771	Eukaryota	Stramenopiles_X	Labyrinthulea	Thraustochytriales	Thraustochytriaceae	Amphifilidae	Amphifilidae_sp.
552	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
795	Eukaryota	Ciliophora	CONThreeP	CONThreeP_X	CONThreeP_XX	Askenasia	Askenasia_sp.
680	Eukaryota	Metazoa	Craniata	Craniata_X	Craniata_XX	Craniata_XX_unclassified	
790	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Raphid-pennate_unclassified	
635	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
665	Eukaryota	Stramenopiles_X	MAST	MAST-3	MAST-3I	MAST-3I_X	MAST-3I_X_sp.
808	Eukaryota	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida_X	Marimonadida_XX	Marimonadida_XX_sp.
511	Eukaryota	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcales-Clade-A	Prasinococcus	Prasinococcus_capsulatus
625	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomastix	Thaumatomastix_sp.
325	Eukaryota	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
573	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
626	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes_unclassified	
631	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
780	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	Filosa-Imbricatea_unclassified	
796	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
834	Eukaryota	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Prasiolales_X_unclassified	
465	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
689	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
541	Eukaryota	Radiolaria	Polycystinea	Nassellaria	Nassellaria_X	Nassellaria_XX	Nassellaria_XX_sp.
580	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
787	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
682	Eukaryota	Centroheliozoa	Centroheliozoa_X	Centroheliozoa_X_unclassified	Centroheliozoa_X_unclassified	Centroheliozoa_X_unclassified	
737	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
841	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Raphid-pennate_unclassified	
875	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
846	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Debaryomyces	Debaryomyces_hansenii
820	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryomonadida_X	Cryomonadida_XX	Cryomonadida_XX_sp.
852	Eukaryota	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	
823	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventricleftida_unclassified	Ventricleftida_unclassified	
721	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
756	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.
849	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Tabularia	Tabularia_tabulata
562	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Novel-Clade-4	Novel-Clade-4_X	Novel-Clade-4_X_sp.
598	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
832	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
863	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
833	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
844	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
708	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
614	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
744	Eukaryota	Cercozoa	Filosa-Granofilosea	Filosa-Granofilosea_X	Massiteriidae	Massiteriidae_unclassified	
786	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
866	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_H	Strombidiidae_H_X	Strombidiidae_H_X_sp.
873	Eukaryota	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	
793	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-22	Dino-Group-II-Clade-22_X	Dino-Group-II-Clade-22_X_sp.
767	Eukaryota	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	
868	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomonadidae_X	Thaumatomonadidae_X_sp.
775	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
691	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
911	Eukaryota	Cercozoa	Endomyxa	Endomyxa_X	Endo5-lineage	Endo5-lineage_X	Endo5-lineage_X_sp.
703	Eukaryota	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
910	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Metschnikowia	Metschnikowia_bicuspidata
628	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Novel-Clade-4	Novel-Clade-4_X	Novel-Clade-4_X_sp.
486	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
857	Eukaryota	Apicomplexa	Apicomplexa_X	Novel-Apicomplexa-Class-2	Novel-Apicomplexa-Class-2_X	Novel-Apicomplexa-Class-2_XX	Novel-Apicomplexa-Class-2_XX_sp.
892	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	
867	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
980	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
804	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
758	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
678	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
902	Eukaryota	Stramenopiles_X	MAST	MAST-6	MAST-6_X	MAST-6_XX	MAST-6_XX_sp.
985	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_butcheri
865	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Actinocyclus	Actinocyclus_sp.
941	Eukaryota	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharidales_XX	Katablepharidales_XX_sp.
802	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
687	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
937	Eukaryota	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	
595	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
828	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
822	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
798	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
812	Eukaryota	Stramenopiles_X	Labyrinthulea	Thraustochytriales	Thraustochytriaceae	Thraustochytriaceae_X	Thraustochytriaceae_X_sp.
529	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
688	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
762	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
840	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
893	Eukaryota	Ciliophora	Phyllopharyngea	Cyrtophoria_1	PHYLL_4	PHYLL_4_X	PHYLL_4_X_sp.
931	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
923	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
962	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_butcheri
723	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
934	Eukaryota	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Goniomonadales	Goniomonas	
644	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
862	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
743	Eukaryota	Ciliophora	Nassophorea	Nassophorea_X	Discotrichidae	Discotrichidae_unclassified	
611	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
821	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
675	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
803	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Fragilariopsis	Fragilariopsis_cylindrus
932	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
485	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
860	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
939	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Rhynchospora	Rhynchospora_nervosa
759	Eukaryota	Metazoa	Craniata	Craniata_X	Mammalia	Homo	Homo_sapiens
819	Eukaryota	Cercozoa	Filosa-Granofilosea	Filosa-Granofilosea_X	Novel-Gran-234	Novel-Gran-234_X	Novel-Gran-234_X_sp.
783	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
935	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae_unclassified	Dinophyceae_unclassified	Dinophyceae_unclassified	
836	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
673	Eukaryota	Stramenopiles_X	Labyrinthulea	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae_X	Labyrinthulaceae_X_sp.
989	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Chrysophyceae_Clade-F_unclassified	
907	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
933	Eukaryota	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
976	Eukaryota	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	Stramenopiles_unclassified	
884	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
751	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
930	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
946	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
739	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
955	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-H	Chrysophyceae_Clade-H_X	Chrysophyceae_Clade-H_X_sp.
924	Eukaryota	Cercozoa	Filosa-Granofilosea	Filosa-Granofilosea_X	Massiteriidae	Massisteria	Massisteria_sp.
805	Eukaryota	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycotina_X	Chytridiomycotina_XX	Chytridiomycotina_XX_sp.
837	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
772	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
651	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
818	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
1002	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Poterioochromonas	Poterioochromonas_malhamensis
959	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
733	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
1031	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
961	Eukaryota	Cryptophyta	Cryptophyceae	Cryptophyceae_X	Cryptomonadales	Falcomonas	Falcomonas_daucoides
878	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-40	Dino-Group-II-Clade-40_X	Dino-Group-II-Clade-40_X_sp.
599	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
850	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
791	Eukaryota	Apicomplexa	Apicomplexa_X	Gregarines	Gregarines_X	Selenidium	
973	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	
690	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Dino-Group-I-Clade-3_X	Dino-Group-I-Clade-3_X_sp.
870	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
586	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
839	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
757	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
740	Eukaryota	Radiolaria	Polycystinea	Collodaria	Sphaerozoidae	Sphaerozoidae_unclassified	
881	Eukaryota	Ciliophora	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	Ciliophora_unclassified	
947	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-13	Dino-Group-II-Clade-13_X	Dino-Group-II-Clade-13_X_sp.
1007	Eukaryota	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	Opisthokonta_unclassified	
1080	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Chrysophyceae_Clade-F_unclassified	
1004	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
794	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
986	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriidae	Ebria	Ebria_tripartita
532	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_butcheri
874	Eukaryota	Radiolaria	RAD-C	RAD-C_X	RAD-C_XX	RAD-C_XXX	RAD-C_XXX_sp.
864	Eukaryota	Cercozoa	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	Cercozoa_unclassified	
700	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
732	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
1008	Eukaryota	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida_X	Marimonadida_XX	Marimonadida_XX_sp.
891	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Raphid-pennate_unclassified	
639	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	Filosa-Thecofilosea_unclassified	
