OTU	Kingdom	Phylum	Class	Order	Family	Genus
300	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus
224	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
293	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
194	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	
222	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured
252	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
302	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group_ge
308	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina
305	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
261	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
311	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
306	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
274	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
310	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
196	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Chloroplast_fa	Chloroplast_ge
313	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured_fa	uncultured_ge
320	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
314	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Salinibacterium
255	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
322	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavirhabdus
299	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured
318	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
312	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
240	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
323	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga
265	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
327	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
275	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Marinobacterium
337	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
304	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Eudoraea
329	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_fa	HOC36_ge
292	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_fa	OM182_clade_ge
331	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas
325	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	
253	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sedimentitalea
307	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
333	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
330	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadales_fa	Bradymonadales_ge
319	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga
324	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinagarivorans
363	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lentibacter
315	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
340	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Neptuniibacter
338	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	uncultured_ge
347	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
348	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
248	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga
351	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
349	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
339	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
346	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
360	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Chloroplast_fa	Chloroplast_ge
352	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
336	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
341	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Sva1033	Sva1033_ge
326	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
321	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
344	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
350	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_III	Clade_III_ge
354	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
271	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured
353	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis
291	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arenibacter
356	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
342	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
309	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
362	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter
282	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Marinicella
369	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	
358	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus
365	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured_ge
278	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
345	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter
270	unknown	unknown_unclassified	unknown_unclassified	unknown_unclassified	unknown_unclassified	
367	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Cocleimonas
375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
373	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
374	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella
334	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Oleispira
370	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
372	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
361	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured
368	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
328	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga
378	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
246	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia
384	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Delftia
381	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Spongiispira
343	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
390	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
258	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	
383	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade	PS1_clade_ge
371	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas
392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella
301	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
398	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	
396	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Profundimonas
389	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
388	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
303	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
391	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge
395	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
227	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured
380	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	uncultured
404	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
364	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea
386	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Chloroplast_fa	Chloroplast_ge
429	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
406	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagales_unclassified	
401	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	
357	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
427	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	
377	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
414	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
382	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	
283	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter
359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pacificibacter
416	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Chloroplast_fa	Chloroplast_ge
423	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
411	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella
442	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella
410	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_III	Clade_III_ge
417	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
397	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Oleibacter
405	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter
407	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
412	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
413	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	uncultured
419	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadales_fa	Bradymonadales_ge
418	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
228	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	
402	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
408	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Marinicella
424	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella
317	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga
432	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_fa	OM182_clade_ge
276	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
430	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
394	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia
436	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
393	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured_fa	uncultured_ge
440	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter
443	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	PB19_fa	PB19_ge
428	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum
431	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
400	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	
444	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
447	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured_fa	uncultured_ge
387	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
433	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	BD7-8_fa	BD7-8_ge
441	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
451	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
450	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	
449	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinagarivorans
455	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Aliikangiella
461	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
452	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902
471	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea
454	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
459	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	Clade_II_ge
335	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
462	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_ge
437	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
469	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
467	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
438	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia
445	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	uncultured
465	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
482	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella
281	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pacificibacter
316	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	
415	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
481	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
463	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
399	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
472	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
458	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
425	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	uncultured
487	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus
493	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured
530	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella
488	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter
480	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	
491	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
470	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola
468	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
477	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus
486	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium
504	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum
376	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas
464	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga
489	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Blfdi19_ge
474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
478	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_fa	SAR86_clade_ge
501	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius
466	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas
355	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pacificibacter
505	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
509	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia
494	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
497	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	
557	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
559	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pacificibacter
513	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	uncultured
512	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
503	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
496	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured
516	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	
453	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella
515	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
514	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
524	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured_ge
537	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
426	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured_ge
529	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga
523	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	
409	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	
592	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pacificibacter
539	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
532	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
475	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured
540	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
434	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	Candidatus_Puniceispirillum
533	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella
473	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rubripirellula
422	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	uncultured
403	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
542	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	
548	unknown	unknown_unclassified	unknown_unclassified	unknown_unclassified	unknown_unclassified	
