OTU	FE-56	FE-57	FE-58	FE-59	FE-60	FE-61	FE-62	FE-63	FE-64	FE-65	FE-66	FE-67	FE-68	FE-69	FE-70	FE-71	FE-72	FE-73	FE-74	FE-75	FE-76	FE-77	FE-78	FE-79	FE-80	FE1-reference	FE10-HGCL2-10weeks	FE12-Formalin-10weeks	FE14-Formalin-10weeks	FE16-RNAlater-10weeks	FE17-RNAlater-10weeks	FE18-RNAlater-10weeks	FE2-reference	FE20-RNAlater-10weeks	FE21-DNAgard-10weeks	FE22-DNAgard-10weeks	FE23-DNAgard-10weeks	FE24-DNAgard-10weeks	FE25-DNAgard-10weeks	FE26-PBuffer-10weeks	FE27-PBuffer-10weeks	FE28-PBuffer-10weeks	FE3-reference	FE30-PBuffer-10weeks	FE31-HGCL2-28weeks	FE32-HGCL2-28weeks	FE33-HGCL2-28weeks	FE34-HGCL2-28weeks	FE35-HGCL2-28weeks	FE4-reference	FE41-RNAlater-28weeks	FE42-RNAlater-28weeks	FE43-RNAlater-28weeks	FE44-RNAlater-28weeks	FE45-RNAlater-28weeks	FE46-DNAgard-28weeks	FE47-DNAgard-28weeks	FE48-DNAgard-28weeks	FE49-DNAgard-28weeks	FE5-reference	FE50-DNAgard-28weeks	FE51-PBuffer-28weeks	FE52-PBuffer-28weeks	FE53-PBuffer-28weeks	FE54-PBuffer-28weeks	FE55-PBuffer-28weeks	FE56-HGCL1-50weeks	FE57-HGCL1-50weeks	FE58-HGCL1-50weeks	FE59-HGCL1-50weeks	FE6-HGCL2-10weeks	FE60-HGCL1-50weeks	FE66-RNAlater-50weeks	FE67-RNAlater-50weeks	FE68-RNAlater-50weeks	FE69-RNAlater-50weeks	FE70-RNAlater-50weeks	FE71-DNAgard-50weeks	FE72-DNAgard-50weeks	FE73-DNAgard-50weeks	FE74-DNAgard-50weeks	FE75-DNAgard-50weeks	FE76-PBuffer-50weeks	FE77-PBuffer-50weeks	FE8-HGCL2-10weeks	FE9-HGCL2-10weeks	FE_31	FE_32	FE_33	FE_34	FE_35	FE_37	FE_38	FE_39	FE_40	FE_41	FE_42	FE_43	FE_44	FE_45	FE_46	FE_47	FE_48	FE_50	FE_51	FE_52	FE_53	FE_54	FE_55	Fixativ-Experiment-10	Fixativ-Experiment-11	Fixativ-Experiment-12	Fixativ-Experiment-13	Fixativ-Experiment-14	Fixativ-Experiment-15	Fixativ-Experiment-16	Fixativ-Experiment-17	Fixativ-Experiment-18	Fixativ-Experiment-19	Fixativ-Experiment-1	Fixativ-Experiment-20	Fixativ-Experiment-21	Fixativ-Experiment-22	Fixativ-Experiment-23	Fixativ-Experiment-24	Fixativ-Experiment-25	Fixativ-Experiment-26	Fixativ-Experiment-27	Fixativ-Experiment-28	Fixativ-Experiment-2	Fixativ-Experiment-30	Fixativ-Experiment-3	Fixativ-Experiment-4	Fixativ-Experiment-5	Fixativ-Experiment-6	Fixativ-Experiment-7	Fixativ-Experiment-8	Fixativ-Experiment-9
905	0	0	0	1	0	0	0	0	3	0	10	15	28	12	10	4	0	0	0	2	18	5	3	0	1	0	0	0	0	17	6	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	5	31	0	4	28	16	9	19	0	0	0	0	0	0	16	11	16	2	4	0	0	0	0	0	0	29	5	0	0	12	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	10	17	7	4	10	4	0	0	5	4	2	10	2	0	0	0	0	0	0	8	18	21	18	0	18	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0
792	0	0	0	2	0	2	0	1	1	0	27	24	26	29	19	2	3	0	2	4	28	9	2	0	1	0	0	0	0	14	9	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	7	12	0	3	19	18	10	10	0	0	0	0	2	0	16	50	8	4	4	0	0	0	0	0	0	18	6	1	0	13	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	18	17	10	27	3	3	1	0	7	5	3	2	1	0	0	0	0	0	0	17	27	15	22	0	21	4	0	0	0	0	3	6	2	0	0	0	0	0	0	0	0	0
952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	0	134	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	4	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
966	0	1	0	1	0	0	0	0	0	0	13	6	27	12	5	3	1	0	0	7	13	8	3	0	0	0	0	0	0	31	10	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	2	14	0	6	17	11	8	11	0	0	0	0	0	0	11	4	14	2	11	0	0	0	0	0	0	37	4	2	0	12	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	3	11	12	2	6	3	6	0	0	8	3	7	5	1	1	0	0	0	0	0	11	14	11	19	0	11	0	0	0	0	0	1	14	4	0	0	0	0	0	0	0	0	0
1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	254	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	1	1	0	0
974	0	0	0	2	0	0	0	2	1	0	7	19	20	14	15	1	1	1	0	3	19	8	2	1	0	0	0	0	0	30	10	0	0	3	0	0	0	0	0	16	0	0	0	0	0	0	0	6	9	0	1	20	13	6	20	0	0	0	0	0	0	15	12	11	1	6	0	0	0	0	0	0	19	7	5	0	9	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	14	12	9	6	0	4	0	0	7	2	3	3	1	0	0	0	0	0	0	12	17	13	11	0	17	0	0	0	0	0	6	7	5	0	0	0	0	0	0	0	0	0
1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
799	0	0	0	0	0	1	0	1	0	0	12	14	30	21	22	0	2	0	0	0	12	8	2	0	0	0	0	0	0	24	7	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	5	22	0	8	24	13	8	27	0	0	1	0	0	0	16	14	10	2	9	0	0	0	0	0	0	21	6	7	0	15	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4	15	23	7	16	9	9	0	0	7	3	4	17	1	0	0	0	0	0	0	13	20	18	31	0	24	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0
876	0	0	0	2	0	3	0	0	0	0	13	24	21	21	17	3	2	0	0	1	14	6	3	1	0	0	0	1	0	21	2	1	0	3	0	0	0	0	0	19	0	0	0	0	0	0	0	11	19	0	4	23	18	9	18	0	0	3	0	0	0	10	14	8	0	4	0	0	0	0	0	0	32	9	3	0	11	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	8	20	6	7	6	2	0	0	1	3	0	6	1	0	0	0	0	0	0	21	29	20	15	0	15	1	0	0	0	0	0	19	3	0	2	0	0	0	0	0	0	0
872	0	0	0	1	0	1	0	0	0	0	16	14	15	18	22	1	2	2	1	1	13	15	3	0	0	0	0	0	0	39	1	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	4	16	0	5	22	18	8	18	0	0	2	0	0	0	9	17	11	4	6	0	0	0	0	0	0	23	8	3	1	5	0	0	0	0	0	22	0	0	0	1	1	0	0	0	0	0	0	0	3	15	13	9	12	7	7	0	0	6	5	5	7	3	0	0	0	0	0	0	15	28	20	17	0	12	1	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0
851	0	0	0	0	0	0	0	0	0	0	6	6	16	9	13	1	0	0	0	1	10	3	1	0	0	0	0	0	0	17	3	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	5	11	0	1	22	65	7	37	0	0	0	0	0	0	120	6	12	2	10	0	0	0	0	0	0	11	7	2	0	3	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	6	38	7	14	9	2	1	0	2	1	3	9	1	0	0	0	0	0	0	15	4	8	9	0	10	0	0	0	0	0	1	9	2	0	0	0	0	0	0	0	0	0
1152	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	35	0	0	0	0	0	0	45	0	2	0	21	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	15	21	10	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
949	0	0	0	3	0	0	1	0	0	0	16	18	22	11	13	1	0	0	1	2	17	8	3	0	0	0	0	0	0	24	10	0	0	2	0	0	0	0	0	14	0	0	0	0	0	0	0	5	18	0	4	20	21	7	26	1	0	0	0	0	0	10	12	9	3	5	0	0	0	0	0	0	26	12	1	0	10	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0	19	15	6	5	5	4	0	0	3	1	4	7	2	0	0	0	0	0	0	17	11	12	15	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	50	0	0	0	0	0	0	0	73	0	20	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	145	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0
904	0	0	0	3	0	2	0	0	0	0	8	19	14	16	22	2	4	0	0	1	14	7	4	0	0	0	0	0	0	31	7	0	0	3	0	0	0	0	0	19	0	0	0	0	0	0	0	6	20	0	2	27	13	6	19	0	0	0	0	0	0	14	12	11	0	6	0	0	0	0	0	0	19	5	3	0	12	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	13	22	5	1	6	3	1	0	6	3	1	5	3	0	0	0	0	0	0	15	23	14	24	0	10	0	0	0	0	0	3	15	2	0	2	0	0	0	0	0	0	0
883	0	0	0	0	0	1	1	0	0	0	14	12	31	25	7	4	1	0	0	3	18	2	4	0	0	0	0	0	0	32	6	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	11	14	0	4	21	11	10	11	0	0	0	0	0	0	16	17	11	0	11	1	0	0	0	0	0	30	4	3	0	6	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	14	16	6	12	5	3	0	1	2	6	4	3	3	0	0	0	0	0	0	12	16	20	21	0	20	1	0	0	0	0	3	9	5	0	0	0	0	0	0	0	0	0
1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0
1023	0	0	0	0	0	1	0	0	0	0	15	24	15	22	8	1	1	0	0	3	11	7	4	0	0	0	0	0	0	20	7	1	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	10	12	0	6	19	15	6	12	0	0	4	0	0	0	13	7	9	0	4	0	0	0	0	0	0	13	6	7	0	7	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	4	11	1	11	4	0	0	0	4	2	4	1	0	12	0	0	0	0	0	14	19	10	13	0	17	1	0	0	0	0	2	11	0	0	0	0	0	0	0	1	0	0
600	0	1	0	2	0	1	0	0	1	0	11	20	31	13	22	3	2	1	0	6	22	6	6	0	0	0	0	0	0	38	8	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	5	22	0	5	20	20	4	17	0	0	1	0	0	0	20	20	14	1	10	0	0	0	0	0	0	22	6	3	0	11	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	2	17	11	9	6	9	7	0	0	4	4	4	12	1	0	0	0	0	0	0	61	63	61	85	0	72	1	0	0	0	0	7	66	12	0	2	0	0	0	0	0	0	0
1118	0	0	0	230	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0
912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
885	0	0	0	0	0	1	0	0	0	0	5	18	16	18	14	4	0	0	0	3	18	4	2	0	0	0	0	0	0	25	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	8	23	0	1	27	17	5	16	0	0	0	0	0	0	23	18	10	1	10	0	0	0	0	0	0	23	6	4	0	9	0	0	0	0	0	31	0	0	0	9	0	0	0	0	0	0	0	0	1	14	19	8	13	5	2	0	0	1	4	4	9	1	0	0	0	0	0	0	16	23	16	10	0	19	0	0	0	0	0	1	12	3	0	0	0	0	0	0	0	0	0
809	0	0	0	3	0	4	0	0	1	0	9	21	20	20	9	1	2	0	0	5	21	7	6	0	1	0	2	0	0	27	10	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	5	20	0	4	20	9	5	21	1	0	1	0	0	0	19	12	13	0	7	0	0	0	0	0	0	18	9	1	0	14	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1	20	22	10	9	5	3	2	1	4	4	2	8	2	0	0	0	0	0	0	25	20	16	29	0	17	1	0	0	0	0	6	10	6	0	1	0	0	0	0	0	0	0
1175	0	0	0	0	0	0	0	0	0	0	0	9	51	45	12	0	0	0	0	0	32	8	2	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	10	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
658	0	0	0	1	0	3	2	0	0	0	16	32	24	23	17	3	3	0	0	3	20	13	8	0	0	1	0	0	0	45	17	0	0	2	0	0	0	0	0	25	0	0	0	0	0	0	0	11	27	0	7	38	28	7	34	0	0	0	0	0	0	26	21	11	3	6	0	0	0	0	0	0	35	9	2	0	12	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	3	21	24	13	9	12	3	1	0	9	1	6	7	3	1	0	0	0	0	0	26	32	28	18	0	26	1	0	0	0	0	4	17	6	0	1	0	0	0	0	0	0	0
997	0	0	0	0	0	2	0	1	0	0	9	13	16	20	13	1	3	0	1	1	10	6	2	0	1	0	1	0	0	23	9	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	6	20	0	6	22	19	5	18	0	0	1	0	0	0	11	5	9	3	5	0	0	0	0	0	0	17	12	2	0	10	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	5	6	2	5	0	0	6	3	4	8	1	0	0	0	0	0	0	14	14	11	14	0	9	0	0	0	0	0	2	10	3	0	0	0	0	0	0	0	0	0
896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	19	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	21	0	43	0	0	0	0	132	0	0	0	0	0	0	0	0	0	11	0	30	84	12	54	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
954	0	0	0	1	0	2	0	0	0	0	8	9	22	20	16	1	2	2	0	2	17	9	7	0	0	0	0	0	0	13	8	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	8	14	0	3	18	16	10	14	0	0	2	0	0	0	15	8	19	2	4	0	0	0	0	0	0	29	7	2	0	6	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	13	15	7	10	6	4	0	0	1	3	1	9	2	0	0	0	0	0	0	19	14	6	17	0	17	0	0	0	0	0	3	10	2	0	0	0	0	0	0	0	0	0
726	0	0	0	0	0	1	1	1	1	0	19	28	34	25	18	4	2	0	1	2	29	7	6	0	0	0	0	0	0	32	14	0	0	2	0	0	0	0	0	38	0	1	0	0	0	0	0	8	28	0	9	24	19	11	20	0	0	1	0	0	0	20	20	16	1	13	0	0	0	0	0	0	33	14	8	0	8	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	7	18	14	9	10	6	5	0	0	2	5	3	4	1	1	0	0	0	0	0	14	20	21	15	0	13	2	0	0	0	0	3	11	3	0	1	0	0	0	0	0	0	0
695	0	0	0	0	0	0	0	0	2	0	10	28	32	23	21	0	2	0	0	2	22	5	4	0	0	0	0	0	1	40	13	3	0	2	0	0	0	0	0	18	0	0	0	0	0	0	0	7	17	0	6	32	31	14	28	0	0	0	0	0	0	7	27	16	4	11	0	0	1	0	0	0	34	10	5	0	10	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	21	31	4	8	13	5	1	0	4	7	9	3	2	0	0	0	0	0	0	32	21	25	34	0	18	0	0	0	0	0	2	18	5	0	0	0	0	0	0	0	0	0
1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0
1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	38	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	3	0	11	4	0	98	13	59	0
1177	0	0	0	0	0	0	0	0	0	0	0	26	30	20	2	0	0	0	0	6	30	7	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	9	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	8	32	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
1101	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	59	0	17	0
1032	0	1	0	1	0	0	0	0	1	0	9	19	12	13	13	3	1	0	0	1	13	4	1	0	0	0	0	0	0	19	7	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	12	18	0	0	12	15	9	15	0	0	0	0	0	0	13	11	13	2	4	0	0	0	0	0	0	16	8	7	0	7	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5	5	12	2	5	6	2	0	0	2	4	3	9	0	3	0	0	0	0	0	14	15	16	13	0	16	0	0	0	0	0	1	11	1	0	0	0	0	0	0	0	0	0
993	0	0	0	1	0	2	0	0	0	0	12	13	15	23	13	2	0	0	0	2	19	3	5	0	0	0	0	0	0	16	7	2	0	3	0	0	0	0	0	17	0	0	0	0	0	0	0	2	21	0	4	21	22	5	12	0	0	1	0	0	0	12	7	11	2	7	0	0	0	0	0	0	20	5	2	0	11	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5	2	9	3	4	0	0	2	3	3	7	0	0	0	0	0	0	0	14	19	17	18	0	13	1	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0
1155	0	0	0	0	0	0	0	0	0	0	0	41	42	37	8	0	0	0	0	5	25	7	2	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	9	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1102	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
538	0	0	0	2	0	8	1	0	0	1	18	33	33	30	21	0	0	0	1	3	27	8	6	0	0	0	0	0	0	50	16	1	0	1	0	0	0	0	0	39	0	2	0	0	0	0	0	10	38	0	5	39	27	18	32	0	0	3	0	1	0	33	16	14	3	14	0	0	0	0	0	0	46	18	8	0	28	0	0	0	0	0	57	0	0	0	3	0	0	0	0	0	0	0	0	3	16	22	21	15	11	7	0	0	13	5	10	16	2	1	0	0	1	0	0	33	45	42	59	0	33	1	0	0	0	0	6	31	9	0	0	0	0	0	0	0	0	0
926	0	1	0	1	0	2	0	0	0	0	10	18	26	11	6	4	1	0	1	3	9	4	2	0	0	0	0	0	0	29	11	1	0	1	0	0	0	0	0	23	0	3	0	0	0	0	0	9	25	0	3	16	19	4	16	0	0	1	0	0	0	13	12	8	2	3	0	0	0	0	0	0	29	13	4	0	9	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	10	16	4	6	3	3	0	0	0	3	4	8	0	0	0	0	0	0	0	11	23	15	16	0	26	1	0	0	0	0	1	11	2	0	1	0	0	0	0	0	0	0
1017	0	0	0	0	0	4	0	0	1	0	11	16	18	15	7	0	0	0	1	3	11	8	4	0	0	0	1	0	0	22	10	0	0	2	0	0	0	0	0	16	0	0	0	0	0	0	0	3	19	0	7	12	10	5	12	0	0	1	0	0	0	18	9	9	1	4	0	1	0	1	0	0	22	5	3	0	11	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	1	12	16	4	11	5	6	0	1	3	3	4	9	2	1	0	0	0	0	0	9	12	11	16	0	10	0	0	0	0	0	1	9	4	0	0	0	0	0	0	0	0	0
1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	60	35	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
785	0	0	0	3	0	1	1	0	0	0	13	28	38	25	27	1	0	0	1	5	16	10	5	0	0	0	2	0	0	19	1	1	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	3	20	0	6	24	16	7	17	0	0	0	0	0	0	10	9	7	3	12	0	0	1	0	0	0	23	13	5	0	12	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	3	16	20	11	10	3	6	0	0	7	5	3	13	1	1	0	0	0	0	0	17	21	16	27	0	20	0	0	0	0	0	6	12	3	0	0	0	0	0	0	0	0	0
