sample_title	internal_id	locus_tag	preservation	time	extraction	forward_read_file_name	reverse_read_file_name
28w_NS_euk_HgCl_rep1	FE31_NS_euk_Mercury_Chloride_28_weeks	18S	HgCl	28w	NucleoSpin	FE_31_S19_L001_R1_001.fastq.gz	FE_31_S19_L001_R2_001.fastq.gz
28w_NS_euk_HgCl_rep2	FE32_NS_euk_Mercury_Chloride_28_weeks	18S	HgCl	28w	NucleoSpin	FE_32_S31_L001_R1_001.fastq.gz	FE_32_S31_L001_R2_001.fastq.gz
28w_NS_euk_HgCl_rep3	FE33_NS_euk_Mercury_Chloride_28_weeks	18S	HgCl	28w	NucleoSpin	FE_33_S43_L001_R1_001.fastq.gz	FE_33_S43_L001_R2_001.fastq.gz
28w_NS_euk_HgCl_rep4	FE34_NS_euk_Mercury_Chloride_28_weeks	18S	HgCl	28w	NucleoSpin	FE_34_S55_L001_R1_001.fastq.gz	FE_34_S55_L001_R2_001.fastq.gz
28w_NS_euk_HgCl_rep5	FE35_NS_euk_Mercury_Chloride_28_weeks	18S	HgCl	28w	NucleoSpin	FE_35_S67_L001_R1_001.fastq.gz	FE_35_S67_L001_R2_001.fastq.gz
28w_NS_euk_Form_rep1	FE36_NS_euk_Formalin_28_weeks	18S	Formalin	28w	NucleoSpin	FE_36_S79_L001_R1_001.fastq.gz	FE_36_S79_L001_R2_001.fastq.gz
28w_NS_euk_Form_rep2	FE37_NS_euk_Formalin_28_weeks	18S	Formalin	28w	NucleoSpin	FE_37_S91_L001_R1_001.fastq.gz	FE_37_S91_L001_R2_001.fastq.gz
28w_NS_euk_Form_rep3	FE38_NS_euk_Formalin_28_weeks	18S	Formalin	28w	NucleoSpin	FE_38_S8_L001_R1_001.fastq.gz	FE_38_S8_L001_R2_001.fastq.gz
28w_NS_euk_Form_rep4	FE39_NS_euk_Formalin_28_weeks	18S	Formalin	28w	NucleoSpin	FE_39_S20_L001_R1_001.fastq.gz	FE_39_S20_L001_R2_001.fastq.gz
28w_NS_euk_Form_rep5	FE40_NS_euk_Formalin_28_weeks	18S	Formalin	28w	NucleoSpin	FE_40_S32_L001_R1_001.fastq.gz	FE_40_S32_L001_R2_001.fastq.gz
28w_NS_euk_RNAl_rep1	FE41_NS_euk_RNAlater_28_weeks	18S	RNAlater	28w	NucleoSpin	FE_41_S44_L001_R1_001.fastq.gz	FE_41_S44_L001_R2_001.fastq.gz
28w_NS_euk_RNAl_rep2	FE42_NS_euk_RNAlater_28_weeks	18S	RNAlater	28w	NucleoSpin	FE_42_S56_L001_R1_001.fastq.gz	FE_42_S56_L001_R2_001.fastq.gz
28w_NS_euk_RNAl_rep3	FE43_NS_euk_RNAlater_28_weeks	18S	RNAlater	28w	NucleoSpin	FE_43_S68_L001_R1_001.fastq.gz	FE_43_S68_L001_R2_001.fastq.gz
28w_NS_euk_RNAl_rep4	FE44_NS_euk_RNAlater_28_weeks	18S	RNAlater	28w	NucleoSpin	FE_44_S80_L001_R1_001.fastq.gz	FE_44_S80_L001_R2_001.fastq.gz
28w_NS_euk_RNAl_rep5	FE45_NS_euk_RNAlater_28_weeks	18S	RNAlater	28w	NucleoSpin	FE_45_S92_L001_R1_001.fastq.gz	FE_45_S92_L001_R2_001.fastq.gz
28w_NS_euk_DNAg_rep1	FE46_NS_euk_DNAgard_28_weeks	18S	DNAgard	28w	NucleoSpin	FE_46_S9_L001_R1_001.fastq.gz	FE_46_S9_L001_R2_001.fastq.gz
28w_NS_euk_DNAg_rep2	FE47_NS_euk_DNAgard_28_weeks	18S	DNAgard	28w	NucleoSpin	FE_47_S21_L001_R1_001.fastq.gz	FE_47_S21_L001_R2_001.fastq.gz
28w_NS_euk_DNAg_rep3	FE48_NS_euk_DNAgard_28_weeks	18S	DNAgard	28w	NucleoSpin	FE_48_S33_L001_R1_001.fastq.gz	FE_48_S33_L001_R2_001.fastq.gz
28w_NS_euk_DNAg_rep4	FE49_NS_euk_DNAgard_28_weeks	18S	DNAgard	28w	NucleoSpin	FE_49_S45_L001_R1_001.fastq.gz	FE_49_S45_L001_R2_001.fastq.gz
28w_NS_euk_DNAg_rep5	FE50_NS_euk_DNAgard_28_weeks	18S	DNAgard	28w	NucleoSpin	FE_50_S57_L001_R1_001.fastq.gz	FE_50_S57_L001_R2_001.fastq.gz
28w_NS_euk_PB_rep1	FE51_NS_euk_PBuffer_28_weeks	18S	PBuffer	28w	NucleoSpin	FE_51_S69_L001_R1_001.fastq.gz	FE_51_S69_L001_R2_001.fastq.gz
28w_NS_euk_PB_rep2	FE52_NS_euk_PBuffer_28_weeks	18S	PBuffer	28w	NucleoSpin	FE_52_S81_L001_R1_001.fastq.gz	FE_52_S81_L001_R2_001.fastq.gz
28w_NS_euk_PB_rep3	FE53_NS_euk_PBuffer_28_weeks	18S	PBuffer	28w	NucleoSpin	FE_53_S93_L001_R1_001.fastq.gz	FE_53_S93_L001_R2_001.fastq.gz
28w_NS_euk_PB_rep4	FE54_NS_euk_PBuffer_28_weeks	18S	PBuffer	28w	NucleoSpin	FE_54_S10_L001_R1_001.fastq.gz	FE_54_S10_L001_R2_001.fastq.gz
28w_NS_euk_PB_rep5	FE55_NS_euk_PBuffer_28_weeks	18S	PBuffer	28w	NucleoSpin	FE_55_S22_L001_R1_001.fastq.gz	FE_55_S22_L001_R2_001.fastq.gz
T0_NS_bac_rep1	FE01_NS_bactV4V5_Reference_none	16S	none_ref	T0	NucleoSpin	FE01_NS_bactV4V5_Reference_none_S1_L001_R1_001.fastq.gz	FE01_NS_bactV4V5_Reference_none_S1_L001_R2_001.fastq.gz
T0_PW_bac_rep1	FE01_PW_bactV4V5_Reference_none	16S	none_ref	T0	PowerWater	FE01_PW_bactV4V5_Reference_none_S97_L001_R1_001.fastq.gz	FE01_PW_bactV4V5_Reference_none_S97_L001_R2_001.fastq.gz
T0_NS_bac_rep2	FE02_NS_bactV4V5_Reference_none	16S	none_ref	T0	NucleoSpin	FE02_NS_bactV4V5_Reference_none_S2_L001_R1_001.fastq.gz	FE02_NS_bactV4V5_Reference_none_S2_L001_R2_001.fastq.gz
T0_PW_bac_rep2	FE02_PW_bactV4V5_Reference_none	16S	none_ref	T0	PowerWater	FE02_PW_bactV4V5_Reference_none_S98_L001_R1_001.fastq.gz	FE02_PW_bactV4V5_Reference_none_S98_L001_R2_001.fastq.gz
T0_NS_bac_rep3	FE03_NS_bactV4V5_Reference_none	16S	none_ref	T0	NucleoSpin	FE03_NS_bactV4V5_Reference_none_S3_L001_R1_001.fastq.gz	FE03_NS_bactV4V5_Reference_none_S3_L001_R2_001.fastq.gz
T0_PW_bac_rep3	FE03_PW_bactV4V5_Reference_none	16S	none_ref	T0	PowerWater	FE03_PW_bactV4V5_Reference_none_S99_L001_R1_001.fastq.gz	FE03_PW_bactV4V5_Reference_none_S99_L001_R2_001.fastq.gz
T0_NS_bac_rep4	FE04_NS_bactV4V5_Reference_none	16S	none_ref	T0	NucleoSpin	FE04_NS_bactV4V5_Reference_none_S4_L001_R1_001.fastq.gz	FE04_NS_bactV4V5_Reference_none_S4_L001_R2_001.fastq.gz
T0_PW_bac_rep4	FE04_PW_bactV4V5_Reference_none	16S	none_ref	T0	PowerWater	FE04_PW_bactV4V5_Reference_none_S100_L001_R1_001.fastq.gz	FE04_PW_bactV4V5_Reference_none_S100_L001_R2_001.fastq.gz
T0_NS_bac_rep5	FE05_NS_bactV4V5_Reference_none	16S	none_ref	T0	NucleoSpin	FE05_NS_bactV4V5_Reference_none_S5_L001_R1_001.fastq.gz	FE05_NS_bactV4V5_Reference_none_S5_L001_R2_001.fastq.gz
T0_PW_bac_rep5	FE05_PW_bactV4V5_Reference_none	16S	none_ref	T0	PowerWater	FE05_PW_bactV4V5_Reference_none_S101_L001_R1_001.fastq.gz	FE05_PW_bactV4V5_Reference_none_S101_L001_R2_001.fastq.gz
10w_NS_bac_HgCl_rep1	FE06_NS_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	NucleoSpin	FE06_NS_bactV4V5_Mercury_Chloride_10_weeks_S6_L001_R1_001.fastq.gz	FE06_NS_bactV4V5_Mercury_Chloride_10_weeks_S6_L001_R2_001.fastq.gz
10w_PW_bac_HgCl_rep1	FE06_PW_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	PowerWater	FE06_PW_bactV4V5_Mercury_Chloride_10_weeks_S102_L001_R1_001.fastq.gz	FE06_PW_bactV4V5_Mercury_Chloride_10_weeks_S102_L001_R2_001.fastq.gz
10w_NS_bac_HgCl_rep2	FE07_NS_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	NucleoSpin	FE07_NS_bactV4V5_Mercury_Chloride_10_weeks_S7_L001_R1_001.fastq.gz	FE07_NS_bactV4V5_Mercury_Chloride_10_weeks_S7_L001_R2_001.fastq.gz
10w_PW_bac_HgCl_rep2	FE07_PW_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	PowerWater	FE07_PW_bactV4V5_Mercury_Chloride_10_weeks_S103_L001_R1_001.fastq.gz	FE07_PW_bactV4V5_Mercury_Chloride_10_weeks_S103_L001_R2_001.fastq.gz
10w_NS_bac_HgCl_rep3	FE08_NS_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	NucleoSpin	FE08_NS_bactV4V5_Mercury_Chloride_10_weeks_S8_L001_R1_001.fastq.gz	FE08_NS_bactV4V5_Mercury_Chloride_10_weeks_S8_L001_R2_001.fastq.gz
10w_PW_bac_HgCl_rep3	FE08_PW_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	PowerWater	FE08_PW_bactV4V5_Mercury_Chloride_10_weeks_S104_L001_R1_001.fastq.gz	FE08_PW_bactV4V5_Mercury_Chloride_10_weeks_S104_L001_R2_001.fastq.gz
10w_NS_bac_HgCl_rep4	FE09_NS_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	NucleoSpin	FE09_NS_bactV4V5_Mercury_Chloride_10_weeks_S9_L001_R1_001.fastq.gz	FE09_NS_bactV4V5_Mercury_Chloride_10_weeks_S9_L001_R2_001.fastq.gz
10w_PW_bac_HgCl_rep4	FE09_PW_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	PowerWater	FE09_PW_bactV4V5_Mercury_Chloride_10_weeks_S105_L001_R1_001.fastq.gz	FE09_PW_bactV4V5_Mercury_Chloride_10_weeks_S105_L001_R2_001.fastq.gz
10w_NS_bac_HgCl_rep5	FE10_NS_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	NucleoSpin	FE10_NS_bactV4V5_Mercury_Chloride_10_weeks_S10_L001_R1_001.fastq.gz	FE10_NS_bactV4V5_Mercury_Chloride_10_weeks_S10_L001_R2_001.fastq.gz
10w_PW_bac_HgCl_rep5	FE10_PW_bactV4V5_Mercury_Chloride_10_weeks	16S	HgCl	10w	PowerWater	FE10_PW_bactV4V5_Mercury_Chloride_10_weeks_S106_L001_R1_001.fastq.gz	FE10_PW_bactV4V5_Mercury_Chloride_10_weeks_S106_L001_R2_001.fastq.gz
10w_PW_euk_HgCl_rep1	FE10_PW_euk_Mercury_Chloride_10_weeks	18S	HgCl	10w	PowerWater	FE10-HGCL2-10weeks_S14_L001_R1_001.fastq.gz	FE10-HGCL2-10weeks_S14_L001_R2_001.fastq.gz
10w_NS_bac_Form_rep1	FE11_NS_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	NucleoSpin	FE11_NS_bactV4V5_Formalin_10_weeks_S11_L001_R1_001.fastq.gz	FE11_NS_bactV4V5_Formalin_10_weeks_S11_L001_R2_001.fastq.gz
10w_PW_bac_Form_rep1	FE11_PW_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	PowerWater	FE11_PW_bactV4V5_Formalin_10_weeks_S107_L001_R1_001.fastq.gz	FE11_PW_bactV4V5_Formalin_10_weeks_S107_L001_R2_001.fastq.gz
10w_NS_bac_Form_rep2	FE12_NS_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	NucleoSpin	FE12_NS_bactV4V5_Formalin_10_weeks_S12_L001_R1_001.fastq.gz	FE12_NS_bactV4V5_Formalin_10_weeks_S12_L001_R2_001.fastq.gz
10w_PW_bac_Form_rep2	FE12_PW_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	PowerWater	FE12_PW_bactV4V5_Formalin_10_weeks_S108_L001_R1_001.fastq.gz	FE12_PW_bactV4V5_Formalin_10_weeks_S108_L001_R2_001.fastq.gz
10w_PW_euk_Form_rep1	FE12_PW_euk_Formalin_10_weeks	18S	Formalin	10w	PowerWater	FE12-Formalin-10weeks_S25_L001_R1_001.fastq.gz	FE12-Formalin-10weeks_S25_L001_R2_001.fastq.gz
10w_NS_bac_Form_rep3	FE13_NS_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	NucleoSpin	FE13_NS_bactV4V5_Formalin_10_weeks_S13_L001_R1_001.fastq.gz	FE13_NS_bactV4V5_Formalin_10_weeks_S13_L001_R2_001.fastq.gz
10w_PW_bac_Form_rep3	FE13_PW_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	PowerWater	FE13_PW_bactV4V5_Formalin_10_weeks_S109_L001_R1_001.fastq.gz	FE13_PW_bactV4V5_Formalin_10_weeks_S109_L001_R2_001.fastq.gz
10w_NS_bac_Form_rep4	FE14_NS_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	NucleoSpin	FE14_NS_bactV4V5_Formalin_10_weeks_S14_L001_R1_001.fastq.gz	FE14_NS_bactV4V5_Formalin_10_weeks_S14_L001_R2_001.fastq.gz
10w_PW_bac_Form_rep4	FE14_PW_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	PowerWater	FE14_PW_bactV4V5_Formalin_10_weeks_S110_L001_R1_001.fastq.gz	FE14_PW_bactV4V5_Formalin_10_weeks_S110_L001_R2_001.fastq.gz
10w_PW_euk_Form_rep2	FE14_PW_euk_Formalin_10_weeks	18S	Formalin	10w	PowerWater	FE14-Formalin-10weeks_S37_L001_R1_001.fastq.gz	FE14-Formalin-10weeks_S37_L001_R2_001.fastq.gz
10w_NS_bac_Form_rep5	FE15_NS_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	NucleoSpin	FE15_NS_bactV4V5_Formalin_10_weeks_S15_L001_R1_001.fastq.gz	FE15_NS_bactV4V5_Formalin_10_weeks_S15_L001_R2_001.fastq.gz
10w_PW_bac_Form_rep5	FE15_PW_bactV4V5_Formalin_10_weeks	16S	Formalin	10w	PowerWater	FE15_PW_bactV4V5_Formalin_10_weeks_S111_L001_R1_001.fastq.gz	FE15_PW_bactV4V5_Formalin_10_weeks_S111_L001_R2_001.fastq.gz
10w_NS_bac_RNAl_rep1	FE16_NS_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	NucleoSpin	FE16_NS_bactV4V5_RNAlater_10_weeks_S16_L001_R1_001.fastq.gz	FE16_NS_bactV4V5_RNAlater_10_weeks_S16_L001_R2_001.fastq.gz
10w_PW_bac_RNAl_rep1	FE16_PW_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	PowerWater	FE16_PW_bactV4V5_RNAlater_10_weeks_S112_L001_R1_001.fastq.gz	FE16_PW_bactV4V5_RNAlater_10_weeks_S112_L001_R2_001.fastq.gz
10w_PW_euk_RNAl_rep1	FE16_PW_euk_RNAlater_10_weeks	18S	RNAlater	10w	PowerWater	FE16-RNAlater-10weeks_S49_L001_R1_001.fastq.gz	FE16-RNAlater-10weeks_S49_L001_R2_001.fastq.gz
10w_NS_bac_RNAl_rep2	FE17_NS_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	NucleoSpin	FE17_NS_bactV4V5_RNAlater_10_weeks_S17_L001_R1_001.fastq.gz	FE17_NS_bactV4V5_RNAlater_10_weeks_S17_L001_R2_001.fastq.gz
10w_PW_bac_RNAl_rep2	FE17_PW_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	PowerWater	FE17_PW_bactV4V5_RNAlater_10_weeks_S113_L001_R1_001.fastq.gz	FE17_PW_bactV4V5_RNAlater_10_weeks_S113_L001_R2_001.fastq.gz
10w_PW_euk_RNAl_rep2	FE17_PW_euk_RNAlater_10_weeks	18S	RNAlater	10w	PowerWater	FE17-RNAlater-10weeks_S61_L001_R1_001.fastq.gz	FE17-RNAlater-10weeks_S61_L001_R2_001.fastq.gz
10w_NS_bac_RNAl_rep3	FE18_NS_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	NucleoSpin	FE18_NS_bactV4V5_RNAlater_10_weeks_S18_L001_R1_001.fastq.gz	FE18_NS_bactV4V5_RNAlater_10_weeks_S18_L001_R2_001.fastq.gz
10w_PW_bac_RNAl_rep3	FE18_PW_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	PowerWater	FE18_PW_bactV4V5_RNAlater_10_weeks_S114_L001_R1_001.fastq.gz	FE18_PW_bactV4V5_RNAlater_10_weeks_S114_L001_R2_001.fastq.gz
10w_PW_euk_RNAl_rep3	FE18_PW_euk_RNAlater_10_weeks	18S	RNAlater	10w	PowerWater	FE18-RNAlater-10weeks_S72_L001_R1_001.fastq.gz	FE18-RNAlater-10weeks_S72_L001_R2_001.fastq.gz
10w_NS_bac_RNAl_rep4	FE19_NS_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	NucleoSpin	FE19_NS_bactV4V5_RNAlater_10_weeks_S19_L001_R1_001.fastq.gz	FE19_NS_bactV4V5_RNAlater_10_weeks_S19_L001_R2_001.fastq.gz
10w_PW_bac_RNAl_rep4	FE19_PW_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	PowerWater	FE19_PW_bactV4V5_RNAlater_10_weeks_S115_L001_R1_001.fastq.gz	FE19_PW_bactV4V5_RNAlater_10_weeks_S115_L001_R2_001.fastq.gz
10w_PW_euk_RNAl_rep4	FE19_PW_euk_RNAlater_10_weeks	18S	RNAlater	10w	PowerWater	FE19-RNAlater-10weeks_S83_L001_R1_001.fastq.gz	FE19-RNAlater-10weeks_S83_L001_R2_001.fastq.gz
T0_PW_euk_rep1	FE01_PW_euk_Reference_none	18S	none_ref	T0	PowerWater	FE1-reference_S1_L001_R1_001.fastq.gz	FE1-reference_S1_L001_R2_001.fastq.gz
10w_NS_bac_RNAl_rep5	FE20_NS_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	NucleoSpin	FE20_NS_bactV4V5_RNAlater_10_weeks_S20_L001_R1_001.fastq.gz	FE20_NS_bactV4V5_RNAlater_10_weeks_S20_L001_R2_001.fastq.gz
10w_PW_bac_RNAl_rep5	FE20_PW_bactV4V5_RNAlater_10_weeks	16S	RNAlater	10w	PowerWater	FE20_PW_bactV4V5_RNAlater_10_weeks_S116_L001_R1_001.fastq.gz	FE20_PW_bactV4V5_RNAlater_10_weeks_S116_L001_R2_001.fastq.gz
10w_PW_euk_RNAl_rep5	FE20_PW_euk_RNAlater_10_weeks	18S	RNAlater	10w	PowerWater	FE20-RNAlater-10weeks_S3_L001_R1_001.fastq.gz	FE20-RNAlater-10weeks_S3_L001_R2_001.fastq.gz
10w_NS_bac_DNAg_rep1	FE21_NS_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	NucleoSpin	FE21_NS_bactV4V5_DNAgard_10_weeks_S21_L001_R1_001.fastq.gz	FE21_NS_bactV4V5_DNAgard_10_weeks_S21_L001_R2_001.fastq.gz
10w_PW_bac_DNAg_rep1	FE21_PW_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	PowerWater	FE21_PW_bactV4V5_DNAgard_10_weeks_S117_L001_R1_001.fastq.gz	FE21_PW_bactV4V5_DNAgard_10_weeks_S117_L001_R2_001.fastq.gz
10w_PW_euk_DNAg_rep1	FE21_PW_euk_DNAgard_10_weeks	18S	DNAgard	10w	PowerWater	FE21-DNAgard-10weeks_S15_L001_R1_001.fastq.gz	FE21-DNAgard-10weeks_S15_L001_R2_001.fastq.gz
10w_NS_bac_DNAg_rep2	FE22_NS_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	NucleoSpin	FE22_NS_bactV4V5_DNAgard_10_weeks_S22_L001_R1_001.fastq.gz	FE22_NS_bactV4V5_DNAgard_10_weeks_S22_L001_R2_001.fastq.gz
10w_PW_bac_DNAg_rep2	FE22_PW_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	PowerWater	FE22_PW_bactV4V5_DNAgard_10_weeks_S118_L001_R1_001.fastq.gz	FE22_PW_bactV4V5_DNAgard_10_weeks_S118_L001_R2_001.fastq.gz
10w_PW_euk_DNAg_rep2	FE22_PW_euk_DNAgard_10_weeks	18S	DNAgard	10w	PowerWater	FE22-DNAgard-10weeks_S26_L001_R1_001.fastq.gz	FE22-DNAgard-10weeks_S26_L001_R2_001.fastq.gz
10w_NS_bac_DNAg_rep3	FE23_NS_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	NucleoSpin	FE23_NS_bactV4V5_DNAgard_10_weeks_S23_L001_R1_001.fastq.gz	FE23_NS_bactV4V5_DNAgard_10_weeks_S23_L001_R2_001.fastq.gz
10w_PW_bac_DNAg_rep3	FE23_PW_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	PowerWater	FE23_PW_bactV4V5_DNAgard_10_weeks_S119_L001_R1_001.fastq.gz	FE23_PW_bactV4V5_DNAgard_10_weeks_S119_L001_R2_001.fastq.gz
10w_PW_euk_DNAg_rep3	FE23_PW_euk_DNAgard_10_weeks	18S	DNAgard	10w	PowerWater	FE23-DNAgard-10weeks_S38_L001_R1_001.fastq.gz	FE23-DNAgard-10weeks_S38_L001_R2_001.fastq.gz
10w_NS_bac_DNAg_rep4	FE24_NS_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	NucleoSpin	FE24_NS_bactV4V5_DNAgard_10_weeks_S24_L001_R1_001.fastq.gz	FE24_NS_bactV4V5_DNAgard_10_weeks_S24_L001_R2_001.fastq.gz
10w_PW_bac_DNAg_rep4	FE24_PW_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	PowerWater	FE24_PW_bactV4V5_DNAgard_10_weeks_S120_L001_R1_001.fastq.gz	FE24_PW_bactV4V5_DNAgard_10_weeks_S120_L001_R2_001.fastq.gz
10w_PW_euk_DNAg_rep4	FE24_PW_euk_DNAgard_10_weeks	18S	DNAgard	10w	PowerWater	FE24-DNAgard-10weeks_S50_L001_R1_001.fastq.gz	FE24-DNAgard-10weeks_S50_L001_R2_001.fastq.gz
10w_NS_bac_DNAg_rep5	FE25_NS_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	NucleoSpin	FE25_NS_bactV4V5_DNAgard_10_weeks_S25_L001_R1_001.fastq.gz	FE25_NS_bactV4V5_DNAgard_10_weeks_S25_L001_R2_001.fastq.gz
10w_PW_bac_DNAg_rep5	FE25_PW_bactV4V5_DNAgard_10_weeks	16S	DNAgard	10w	PowerWater	FE25_PW_bactV4V5_DNAgard_10_weeks_S121_L001_R1_001.fastq.gz	FE25_PW_bactV4V5_DNAgard_10_weeks_S121_L001_R2_001.fastq.gz
10w_PW_euk_DNAg_rep5	FE25_PW_euk_DNAgard_10_weeks	18S	DNAgard	10w	PowerWater	FE25-DNAgard-10weeks_S62_L001_R1_001.fastq.gz	FE25-DNAgard-10weeks_S62_L001_R2_001.fastq.gz
10w_NS_bac_PB_rep1	FE26_NS_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	NucleoSpin	FE26_NS_bactV4V5_P_Buffer_10_weeks_S26_L001_R1_001.fastq.gz	FE26_NS_bactV4V5_P_Buffer_10_weeks_S26_L001_R2_001.fastq.gz
10w_PW_bac_PB_rep1	FE26_PW_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	PowerWater	FE26_PW_bactV4V5_P_Buffer_10_weeks_S122_L001_R1_001.fastq.gz	FE26_PW_bactV4V5_P_Buffer_10_weeks_S122_L001_R2_001.fastq.gz
10w_PW_euk_PB_rep1	FE26_PW_euk_PBuffer_10_weeks	18S	PBuffer	10w	PowerWater	FE26-PBuffer-10weeks_S73_L001_R1_001.fastq.gz	FE26-PBuffer-10weeks_S73_L001_R2_001.fastq.gz
10w_NS_bac_PB_rep2	FE27_NS_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	NucleoSpin	FE27_NS_bactV4V5_P_Buffer_10_weeks_S27_L001_R1_001.fastq.gz	FE27_NS_bactV4V5_P_Buffer_10_weeks_S27_L001_R2_001.fastq.gz
10w_PW_bac_PB_rep2	FE27_PW_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	PowerWater	FE27_PW_bactV4V5_P_Buffer_10_weeks_S123_L001_R1_001.fastq.gz	FE27_PW_bactV4V5_P_Buffer_10_weeks_S123_L001_R2_001.fastq.gz
10w_PW_euk_PB_rep2	FE27_PW_euk_PBuffer_10_weeks	18S	PBuffer	10w	PowerWater	FE27-PBuffer-10weeks_S84_L001_R1_001.fastq.gz	FE27-PBuffer-10weeks_S84_L001_R2_001.fastq.gz
10w_NS_bac_PB_rep3	FE28_NS_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	NucleoSpin	FE28_NS_bactV4V5_P_Buffer_10_weeks_S28_L001_R1_001.fastq.gz	FE28_NS_bactV4V5_P_Buffer_10_weeks_S28_L001_R2_001.fastq.gz
10w_PW_bac_PB_rep3	FE28_PW_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	PowerWater	FE28_PW_bactV4V5_P_Buffer_10_weeks_S124_L001_R1_001.fastq.gz	FE28_PW_bactV4V5_P_Buffer_10_weeks_S124_L001_R2_001.fastq.gz
10w_PW_euk_PB_rep3	FE28_PW_euk_PBuffer_10_weeks	18S	PBuffer	10w	PowerWater	FE28-PBuffer-10weeks_S4_L001_R1_001.fastq.gz	FE28-PBuffer-10weeks_S4_L001_R2_001.fastq.gz
10w_NS_bac_PB_rep4	FE29_NS_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	NucleoSpin	FE29_NS_bactV4V5_P_Buffer_10_weeks_S29_L001_R1_001.fastq.gz	FE29_NS_bactV4V5_P_Buffer_10_weeks_S29_L001_R2_001.fastq.gz
10w_PW_bac_PB_rep4	FE29_PW_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	PowerWater	FE29_PW_bactV4V5_P_Buffer_10_weeks_S125_L001_R1_001.fastq.gz	FE29_PW_bactV4V5_P_Buffer_10_weeks_S125_L001_R2_001.fastq.gz
T0_PW_euk_rep2	FE02_PW_euk_Reference_none	18S	none_ref	T0	PowerWater	FE2-reference_S13_L001_R1_001.fastq.gz	FE2-reference_S13_L001_R2_001.fastq.gz
10w_NS_bac_PB_rep5	FE30_NS_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	NucleoSpin	FE30_NS_bactV4V5_P_Buffer_10_weeks_S30_L001_R1_001.fastq.gz	FE30_NS_bactV4V5_P_Buffer_10_weeks_S30_L001_R2_001.fastq.gz
10w_PW_bac_PB_rep5	FE30_PW_bactV4V5_P_Buffer_10_weeks	16S	PBuffer	10w	PowerWater	FE30_PW_bactV4V5_P_Buffer_10_weeks_S126_L001_R1_001.fastq.gz	FE30_PW_bactV4V5_P_Buffer_10_weeks_S126_L001_R2_001.fastq.gz
10w_PW_euk_PB_rep4	FE30_PW_euk_PBuffer_10_weeks	18S	PBuffer	10w	PowerWater	FE30-PBuffer-10weeks_S27_L001_R1_001.fastq.gz	FE30-PBuffer-10weeks_S27_L001_R2_001.fastq.gz
