sample_title	internal_id	locus_tag	preservation	time	extraction	forward_read_file_name	reverse_read_file_name
50w_PW_bac_PB_rep5	FE80_PW_bactV4V5_P_Buffer_50_weeks	16S	PBuffer	50w	PowerWater	FE80_PW_bactV4V5_P_Buffer_50_weeks_S168_L001_R1_001.fastq.gz	FE80_PW_bactV4V5_P_Buffer_50_weeks_S168_L001_R2_001.fastq.gz
50w_NS_euk_PB_rep5	FE80_NS_euk_PBuffer_50_weeks	18S	PBuffer	50w	NucleoSpin	FE-80_S4_L001_R1_001.fastq.gz	FE-80_S4_L001_R2_001.fastq.gz
10w_PW_euk_HgCl_rep4	FE08_PW_euk_Mercury_Chloride_10_weeks	18S	HgCl	10w	PowerWater	FE8-HGCL2-10weeks_S82_L001_R1_001.fastq.gz	FE8-HGCL2-10weeks_S82_L001_R2_001.fastq.gz
10w_PW_euk_HgCl_rep5	FE09_PW_euk_Mercury_Chloride_10_weeks	18S	HgCl	10w	PowerWater	FE9-HGCL2-10weeks_S2_L001_R1_001.fastq.gz	FE9-HGCL2-10weeks_S2_L001_R2_001.fastq.gz
T0_NS_euk_rep1	FE01_NS_euk_Reference_none	18S	none_ref	T0	NucleoSpin	Fixativ-Experiment-1_S41_L001_R1_001.fastq.gz	Fixativ-Experiment-1_S41_L001_R2_001.fastq.gz
10w_NS_euk_HgCl_rep1	FE10_NS_euk_Mercury_Chloride_10_weeks	18S	HgCl	10w	NucleoSpin	Fixativ-Experiment-10_S50_L001_R1_001.fastq.gz	Fixativ-Experiment-10_S50_L001_R2_001.fastq.gz
10w_NS_euk_Form_rep1	FE11_NS_euk_Formalin_10_weeks	18S	Formalin	10w	NucleoSpin	Fixativ-Experiment-11_S51_L001_R1_001.fastq.gz	Fixativ-Experiment-11_S51_L001_R2_001.fastq.gz
10w_NS_euk_Form_rep2	FE12_NS_euk_Formalin_10_weeks	18S	Formalin	10w	NucleoSpin	Fixativ-Experiment-12_S52_L001_R1_001.fastq.gz	Fixativ-Experiment-12_S52_L001_R2_001.fastq.gz
10w_NS_euk_Form_rep3	FE13_NS_euk_Formalin_10_weeks	18S	Formalin	10w	NucleoSpin	Fixativ-Experiment-13_S53_L001_R1_001.fastq.gz	Fixativ-Experiment-13_S53_L001_R2_001.fastq.gz
10w_NS_euk_Form_rep4	FE14_NS_euk_Formalin_10_weeks	18S	Formalin	10w	NucleoSpin	Fixativ-Experiment-14_S54_L001_R1_001.fastq.gz	Fixativ-Experiment-14_S54_L001_R2_001.fastq.gz
10w_NS_euk_Form_rep5	FE15_NS_euk_Formalin_10_weeks	18S	Formalin	10w	NucleoSpin	Fixativ-Experiment-15_S55_L001_R1_001.fastq.gz	Fixativ-Experiment-15_S55_L001_R2_001.fastq.gz
10w_NS_euk_RNAl_rep1	FE16_NS_euk_RNAlater_10_weeks	18S	RNAlater	10w	NucleoSpin	Fixativ-Experiment-16_S56_L001_R1_001.fastq.gz	Fixativ-Experiment-16_S56_L001_R2_001.fastq.gz
10w_NS_euk_RNAl_rep2	FE17_NS_euk_RNAlater_10_weeks	18S	RNAlater	10w	NucleoSpin	Fixativ-Experiment-17_S57_L001_R1_001.fastq.gz	Fixativ-Experiment-17_S57_L001_R2_001.fastq.gz
10w_NS_euk_RNAl_rep3	FE18_NS_euk_RNAlater_10_weeks	18S	RNAlater	10w	NucleoSpin	Fixativ-Experiment-18_S58_L001_R1_001.fastq.gz	Fixativ-Experiment-18_S58_L001_R2_001.fastq.gz
10w_NS_euk_RNAl_rep4	FE19_NS_euk_RNAlater_10_weeks	18S	RNAlater	10w	NucleoSpin	Fixativ-Experiment-19_S59_L001_R1_001.fastq.gz	Fixativ-Experiment-19_S59_L001_R2_001.fastq.gz
T0_NS_euk_rep2	FE02_NS_euk_Reference_none	18S	none_ref	T0	NucleoSpin	Fixativ-Experiment-2_S42_L001_R1_001.fastq.gz	Fixativ-Experiment-2_S42_L001_R2_001.fastq.gz
10w_NS_euk_RNAl_rep5	FE20_NS_euk_RNAlater_10_weeks	18S	RNAlater	10w	NucleoSpin	Fixativ-Experiment-20_S60_L001_R1_001.fastq.gz	Fixativ-Experiment-20_S60_L001_R2_001.fastq.gz
10w_NS_euk_DNAg_rep1	FE21_NS_euk_DNAgard_10_weeks	18S	DNAgard	10w	NucleoSpin	Fixativ-Experiment-21_S61_L001_R1_001.fastq.gz	Fixativ-Experiment-21_S61_L001_R2_001.fastq.gz
10w_NS_euk_DNAg_rep2	FE22_NS_euk_DNAgard_10_weeks	18S	DNAgard	10w	NucleoSpin	Fixativ-Experiment-22_S62_L001_R1_001.fastq.gz	Fixativ-Experiment-22_S62_L001_R2_001.fastq.gz
10w_NS_euk_DNAg_rep3	FE23_NS_euk_DNAgard_10_weeks	18S	DNAgard	10w	NucleoSpin	Fixativ-Experiment-23_S63_L001_R1_001.fastq.gz	Fixativ-Experiment-23_S63_L001_R2_001.fastq.gz
10w_NS_euk_DNAg_rep4	FE24_NS_euk_DNAgard_10_weeks	18S	DNAgard	10w	NucleoSpin	Fixativ-Experiment-24_S64_L001_R1_001.fastq.gz	Fixativ-Experiment-24_S64_L001_R2_001.fastq.gz
10w_NS_euk_DNAg_rep5	FE25_NS_euk_DNAgard_10_weeks	18S	DNAgard	10w	NucleoSpin	Fixativ-Experiment-25_S65_L001_R1_001.fastq.gz	Fixativ-Experiment-25_S65_L001_R2_001.fastq.gz
10w_NS_euk_PB_rep1	FE26_NS_euk_PBuffer_10_weeks	18S	PBuffer	10w	NucleoSpin	Fixativ-Experiment-26_S66_L001_R1_001.fastq.gz	Fixativ-Experiment-26_S66_L001_R2_001.fastq.gz
10w_NS_euk_PB_rep2	FE27_NS_euk_PBuffer_10_weeks	18S	PBuffer	10w	NucleoSpin	Fixativ-Experiment-27_S67_L001_R1_001.fastq.gz	Fixativ-Experiment-27_S67_L001_R2_001.fastq.gz
10w_NS_euk_PB_rep3	FE28_NS_euk_PBuffer_10_weeks	18S	PBuffer	10w	NucleoSpin	Fixativ-Experiment-28_S68_L001_R1_001.fastq.gz	Fixativ-Experiment-28_S68_L001_R2_001.fastq.gz
10w_NS_euk_PB_rep4	FE29_NS_euk_PBuffer_10_weeks	18S	PBuffer	10w	NucleoSpin	Fixativ-Experiment-29_S69_L001_R1_001.fastq.gz	Fixativ-Experiment-29_S69_L001_R2_001.fastq.gz
T0_NS_euk_rep3	FE03_NS_euk_Reference_none	18S	none_ref	T0	NucleoSpin	Fixativ-Experiment-3_S43_L001_R1_001.fastq.gz	Fixativ-Experiment-3_S43_L001_R2_001.fastq.gz
10w_NS_euk_PB_rep5	FE30_NS_euk_PBuffer_10_weeks	18S	PBuffer	10w	NucleoSpin	Fixativ-Experiment-30_S70_L001_R1_001.fastq.gz	Fixativ-Experiment-30_S70_L001_R2_001.fastq.gz
T0_NS_euk_rep4	FE04_NS_euk_Reference_none	18S	none_ref	T0	NucleoSpin	Fixativ-Experiment-4_S44_L001_R1_001.fastq.gz	Fixativ-Experiment-4_S44_L001_R2_001.fastq.gz
T0_NS_euk_rep5	FE05_NS_euk_Reference_none	18S	none_ref	T0	NucleoSpin	Fixativ-Experiment-5_S45_L001_R1_001.fastq.gz	Fixativ-Experiment-5_S45_L001_R2_001.fastq.gz
10w_NS_euk_HgCl_rep2	FE06_NS_euk_Mercury_Chloride_10_weeks	18S	HgCl	10w	NucleoSpin	Fixativ-Experiment-6_S46_L001_R1_001.fastq.gz	Fixativ-Experiment-6_S46_L001_R2_001.fastq.gz
10w_NS_euk_HgCl_rep3	FE07_NS_euk_Mercury_Chloride_10_weeks	18S	HgCl	10w	NucleoSpin	Fixativ-Experiment-7_S47_L001_R1_001.fastq.gz	Fixativ-Experiment-7_S47_L001_R2_001.fastq.gz
10w_NS_euk_HgCl_rep4	FE08_NS_euk_Mercury_Chloride_10_weeks	18S	HgCl	10w	NucleoSpin	Fixativ-Experiment-8_S48_L001_R1_001.fastq.gz	Fixativ-Experiment-8_S48_L001_R2_001.fastq.gz
10w_NS_euk_HgCl_rep5	FE09_NS_euk_Mercury_Chloride_10_weeks	18S	HgCl	10w	NucleoSpin	Fixativ-Experiment-9_S49_L001_R1_001.fastq.gz	Fixativ-Experiment-9_S49_L001_R2_001.fastq.gz
